"Head_Coach","Coach","weight","group","group_count","lrole","tW","tPyW","tg_hc","ftm","ltm","fy_hc","ly_hc","fy_a","ly_a","TYr","nw","pyw500","above500","odo","cord","lodo","lcord"
"Jon Gruden","Jay Gruden",7,"aOC",7,"aOC",117,117.55,229,"LV","LV",1998,2021,2002,2008,7,1,1,1,1,0,1,0
"Jon Gruden","Kyle Shanahan",2,"aOC",2,"aOC",117,117.55,229,"LV","LV",1998,2021,2004,2005,2,1,1,1,1,0,1,0
"Jon Gruden","Marc Trestman",1,"aOC",1,"aOC",117,117.55,229,"LV","LV",1998,2021,2001,2001,1,1,1,1,1,0,1,0
"Jon Gruden","Mike Tomlin",4,"aDC",4,"aDC",117,117.55,229,"LV","LV",1998,2021,2002,2005,4,1,1,1,2,0,2,0
"Jon Gruden","Raheem Morris",6,"aDC",6,"aDC",117,117.55,229,"LV","LV",1998,2021,2002,2008,6,1,1,1,2,0,2,0
"Jon Gruden","Rod Marinelli",8,"aDC",4,"aHC",117,117.55,229,"LV","LV",1998,2021,2002,2005,4,2,1,1,2,0,3,0
"Jon Gruden","Sean McVay",1,"aOC",1,"aOC",117,117.55,229,"LV","LV",1998,2021,2008,2008,1,1,1,1,1,0,1,0
"Josh McDaniels","Adam Gase",2,"aOC",2,"aOC",17,20.18,45,"DEN","LV",2009,2022,2009,2010,2,1,0,0,1,0,1,0
"Josh McDaniels","Mike McCoy",2,"OC",2,"OC",17,20.18,45,"DEN","LV",2009,2022,2009,2010,2,1,0,0,1,1,1,1
"Kay Stephenson","Dick Jauron",1,"aDC",1,"aDC",10,9.68,36,"BUF","BUF",1983,1985,1985,1985,1,1,0,0,2,0,2,0
"Kay Stephenson","Hank Bullough",1,"DC",1,"DC",10,9.68,36,"BUF","BUF",1983,1985,1985,1985,1,1,0,0,2,1,2,1
"Kay Stephenson","Pete Carroll",1,"aDC",1,"aDC",10,9.68,36,"BUF","BUF",1983,1985,1984,1984,1,1,0,0,2,0,2,0
"Ken Whisenhunt","Arthur Smith",2,"aOC",2,"aOC",48,47.66,119,"ARI","TEN",2007,2015,2014,2015,2,1,0,0,1,0,1,0
"Ken Whisenhunt","Frank Reich",1,"aOC",1,"aOC",48,47.66,119,"ARI","TEN",2007,2015,2012,2012,1,1,0,0,1,0,1,0
"Ken Whisenhunt","Freddie Kitchens",6,"aOC",6,"aOC",48,47.66,119,"ARI","TEN",2007,2015,2007,2012,6,1,0,0,1,0,1,0
"Ken Whisenhunt","Todd Haley",2,"OC",2,"OC",48,47.66,119,"ARI","TEN",2007,2015,2007,2008,2,1,0,0,1,1,1,1
"Kyle Shanahan","Robert Saleh",4,"DC",4,"DC",52,54.83,98,"SF","SF",2017,2022,2017,2020,4,1,1,1,2,1,2,1
"Lane Kiffin","Tom Cable",2,"aOC",2,"aOC",5,6.34,20,"LV","LV",2007,2008,2007,2008,2,1,0,0,1,0,1,0
"Leeman Bennett","Jerry Glanville",6,"DC",4,"DC",50,53.69,119,"ATL","TB",1977,1986,1977,1982,6,1,0,0,2,1,2,1
"Les Steckel","Jerry Burns",1,"OC",1,"OC",3,3.34,16,"MIN","MIN",1984,1984,1984,1984,1,1,0,0,1,1,1,1
"Leslie Frazier","Kevin Stefanski",4,"aOC",4,"aOC",21,22.96,54,"MIN","MIN",2010,2013,2010,2013,4,1,0,0,1,0,1,0
"Lindy Infante","Dick Jauron",4,"aDC",4,"aDC",36,39.32,96,"GB","IND",1988,1997,1988,1991,4,1,0,0,2,0,2,0
"Lou Holtz","Dan Henning",2,"aOC",2,"aOC",3,2,13,"NYJ","NYJ",1976,1976,1976,1976,1,2,0,0,1,0,1,0
"Lou Holtz","Walt Michaels",1,"DC",1,"DC",3,2,13,"NYJ","NYJ",1976,1976,1976,1976,1,1,0,0,2,1,2,1
"Lou Saban","Dick MacPherson",4,"aDC",4,"aDC",52,53.82,126,"DEN","BUF",1967,1976,1967,1970,4,1,0,0,2,0,2,0
"Lou Saban","Jim Ringo",4,"aOC",4,"aOC",52,53.82,126,"DEN","BUF",1967,1976,1972,1975,4,1,0,0,1,0,1,0
"Lou Saban","Sam Rutigliano",4,"aOC",4,"aOC",52,53.82,126,"DEN","BUF",1967,1976,1967,1970,4,1,0,0,1,0,1,0
"Lovie Smith","Dirk Koetter",1,"OC",1,"OC",93,94.92,194,"CHI","HOU",2004,2022,2015,2015,1,1,0,0,1,1,1,1
"Lovie Smith","Ron Rivera",3,"DC",3,"DC",93,94.92,194,"CHI","HOU",2004,2022,2004,2006,3,1,0,0,2,1,2,1
"Lovie Smith","Steve Wilks",3,"aDC",3,"aDC",93,94.92,194,"CHI","HOU",2004,2022,2006,2008,3,1,0,0,2,0,2,0
"Marion Campbell","Al Groh",2,"aOC",1,"aSTC",34,35.78,115,"ATL","ATL",1974,1989,1987,1987,1,2,0,0,1,0,3,0
"Marion Campbell","Frank Gansz",6,"aOC",3,"aSTC",34,35.78,115,"ATL","ATL",1974,1989,1983,1985,3,2,0,0,1,0,3,0
"Marion Campbell","Fred Bruney",8,"aDC",3,"aHC",34,35.78,115,"ATL","ATL",1974,1989,1975,1985,5,1.6,0,0,2,0,3,0
"Marion Campbell","Tom Coughlin",2,"aOC",2,"aOC",34,35.78,115,"ATL","ATL",1974,1989,1984,1985,2,1,0,0,1,0,1,0
"Marty Schottenheimer","Bill Cowher",7,"DC",3,"DC",197,189.31,327,"CLE","LAC",1984,2006,1985,1991,7,1,1,1,2,1,2,1
"Marty Schottenheimer","Bruce Arians",4,"aOC",4,"aOC",197,189.31,327,"CLE","LAC",1984,2006,1989,1992,4,1,1,1,1,0,1,0
"Marty Schottenheimer","Cam Cameron",5,"OC",5,"OC",197,189.31,327,"CLE","LAC",1984,2006,2002,2006,5,1,1,1,1,1,1,1
"Marty Schottenheimer","Gunther Cunningham",4,"DC",4,"DC",197,189.31,327,"CLE","LAC",1984,2006,1995,1998,4,1,1,1,2,1,2,1
"Marty Schottenheimer","Herm Edwards",6,"aDC",4,"aDC",197,189.31,327,"CLE","LAC",1984,2006,1990,1995,6,1,1,1,2,0,2,0
"Marty Schottenheimer","Hue Jackson",1,"aOC",1,"aOC",197,189.31,327,"CLE","LAC",1984,2006,2001,2001,1,1,1,1,1,0,1,0
"Marty Schottenheimer","Lindy Infante",2,"OC",2,"OC",197,189.31,327,"CLE","LAC",1984,2006,1986,1987,2,1,1,1,1,1,1,1
"Marty Schottenheimer","Marc Trestman",1,"aOC",1,"aOC",197,189.31,327,"CLE","LAC",1984,2006,1988,1988,1,1,1,1,1,0,1,0
"Marty Schottenheimer","Mike McCarthy",6,"aOC",6,"aOC",197,189.31,327,"CLE","LAC",1984,2006,1993,1998,6,1,1,1,1,0,1,0
"Marty Schottenheimer","Rob Chudzinski",2,"aOC",2,"aOC",197,189.31,327,"CLE","LAC",1984,2006,2005,2006,2,1,1,1,1,0,1,0
"Marty Schottenheimer","Tony Dungy",3,"aDC",3,"aDC",197,189.31,327,"CLE","LAC",1984,2006,1989,1991,3,1,1,1,2,0,2,0
"Marty Schottenheimer","Tony Sparano",1,"aOC",1,"aOC",197,189.31,327,"CLE","LAC",1984,2006,2001,2001,1,1,1,1,1,0,1,0
"Marv Levy","Bobby Ross",4,"aOC",2,"aOC",143,139.39,255,"KC","BUF",1978,1997,1978,1981,4,1,1,1,1,0,1,0
"Marv Levy","Frank Gansz",4,"aOC",2,"aSTC",143,139.39,255,"KC","BUF",1978,1997,1981,1982,2,2,1,1,1,0,3,0
"Marv Levy","Rod Rust",5,"DC",5,"DC",143,139.39,255,"KC","BUF",1978,1997,1978,1982,5,1,1,1,2,1,2,1
"Marvin Lewis","Hue Jackson",3,"aOC",3,"aOC",131,129.86,256,"CIN","CIN",2003,2018,2004,2006,3,1,1,1,1,0,1,0
"Marvin Lewis","Jay Gruden",3,"OC",3,"OC",131,129.86,256,"CIN","CIN",2003,2018,2011,2013,3,1,1,1,1,1,1,1
"Marvin Lewis","Leslie Frazier",2,"DC",2,"DC",131,129.86,256,"CIN","CIN",2003,2018,2003,2004,2,1,1,1,2,1,2,1
"Marvin Lewis","Mike Zimmer",6,"DC",6,"DC",131,129.86,256,"CIN","CIN",2003,2018,2008,2013,6,1,1,1,2,1,2,1
"Marvin Lewis","Vance Joseph",2,"aDC",2,"aDC",131,129.86,256,"CIN","CIN",2003,2018,2014,2015,2,1,1,1,2,0,2,0
"Matt Nagy","Brandon Staley",1,"aDC",1,"aDC",34,32.85,65,"CHI","CHI",2018,2021,2018,2018,1,1,1,1,2,0,2,0
"Matt Nagy","Vic Fangio",1,"DC",1,"DC",34,32.85,65,"CHI","CHI",2018,2021,2018,2018,1,1,1,1,2,1,2,1
"Mike Ditka","Buddy Ryan",4,"DC",4,"DC",121,118.03,216,"CHI","NO",1982,1999,1982,1985,4,1,1,1,2,1,2,1
"Mike Ditka","Dave McGinnis",7,"aDC",7,"aDC",121,118.03,216,"CHI","NO",1982,1999,1986,1992,7,1,1,1,2,0,2,0
"Mike Ditka","Hank Kuhlmann",2,"aOC",1,"aSTC",121,118.03,216,"CHI","NO",1982,1999,1982,1982,1,2,1,1,1,0,3,0
"Mike Ditka","Jack Del Rio",2,"aC",2,"aC",121,118.03,216,"CHI","NO",1982,1999,1997,1998,2,1,1,1,3,0,3,0
"Mike Ditka","Vince Tobin",7,"DC",7,"DC",121,118.03,216,"CHI","NO",1982,1999,1986,1992,7,1,1,1,2,1,2,1
"Mike Holmgren","Andy Reid",12,"aOC",12,"aOC",161,157.77,272,"GB","SEA",1992,2008,1992,1998,7,1.71428571428571,1,1,1,0,1,0
"Mike Holmgren","Dick Jauron",3,"aDC",3,"aDC",161,157.77,272,"GB","SEA",1992,2008,1992,1994,3,1,1,1,2,0,2,0
"Mike Holmgren","Jim Zorn",7,"aOC",7,"aOC",161,157.77,272,"GB","SEA",1992,2008,2001,2007,7,1,1,1,1,0,1,0
"Mike Holmgren","Jon Gruden",3,"aOC",3,"aOC",161,157.77,272,"GB","SEA",1992,2008,1992,1994,3,1,1,1,1,0,1,0
"Mike Holmgren","Marty Mornhinweg",2,"aOC",2,"aOC",161,157.77,272,"GB","SEA",1992,2008,1995,1996,2,1,1,1,1,0,1,0
"Mike Holmgren","Mike Sherman",5,"aOC",4,"OC",161,157.77,272,"GB","SEA",1992,2008,1997,1999,3,1.66666666666667,1,1,1,0,1,1
"Mike Holmgren","Ray Rhodes",2,"DC",2,"DC",161,157.77,272,"GB","SEA",1992,2008,1992,1993,2,1,1,1,2,1,2,1
"Mike Holmgren","Steve Mariucci",4,"aOC",4,"aOC",161,157.77,272,"GB","SEA",1992,2008,1992,1995,4,1,1,1,1,0,1,0
"Mike Holmgren","Todd Bowles",2,"aC",2,"aC",161,157.77,272,"GB","SEA",1992,2008,1995,1996,2,1,1,1,3,0,3,0
"Mike Martz","Lovie Smith",4,"DC",3,"DC",53,47.76,85,"LA","LA",2000,2005,2001,2003,3,1.33333333333333,1,1,2,1,2,1
"Mike McCarthy","Ben McAdoo",8,"aOC",8,"aOC",155,151.95,254,"GB","DAL",2006,2022,2006,2013,8,1,1,1,1,0,1,0
"Mike McCarthy","Joe Philbin",6,"OC",5,"OC",155,151.95,254,"GB","DAL",2006,2022,2006,2011,6,1,1,1,1,1,1,1
"Mike McCormack","Dick LeBeau",3,"aSTC",3,"aSTC",29,30.61,81,"PHI","SEA",1973,1982,1973,1975,3,1,0,0,3,0,3,0
"Mike McCormack","Walt Michaels",3,"DC",3,"DC",29,30.61,81,"PHI","SEA",1973,1982,1973,1975,3,1,0,0,2,1,2,1
"Mike McCoy","Frank Reich",3,"OC",2,"OC",27,30.9,64,"LAC","LAC",2013,2016,2013,2015,3,1,0,0,1,1,1,1
"Mike McCoy","Nick Sirianni",4,"aOC",4,"aOC",27,30.9,64,"LAC","LAC",2013,2016,2013,2016,4,1,0,0,1,0,1,0
"Mike Mularkey","Arthur Smith",2,"aOC",2,"aOC",36,37.52,89,"BUF","TEN",2004,2017,2016,2017,2,1,0,0,1,0,1,0
"Mike Munchak","Arthur Smith",4,"aOC",3,"aOC",22,20.57,48,"TEN","TEN",2011,2013,2011,2013,3,1.33333333333333,0,0,1,0,1,0
"Mike Nolan","Adam Gase",1,"aOC",1,"aOC",18,14.6,55,"SF","SF",2005,2008,2008,2008,1,1,0,0,1,0,1,0
"Mike Nolan","Ben McAdoo",2,"aOC",1,"aOC",18,14.6,55,"SF","SF",2005,2008,2005,2005,1,2,0,0,1,0,1,0
"Mike Nolan","Jim Tomsula",2,"aDC",2,"aDC",18,14.6,55,"SF","SF",2005,2008,2007,2008,2,1,0,0,2,0,2,0
"Mike Nolan","Mike McCarthy",1,"OC",1,"OC",18,14.6,55,"SF","SF",2005,2008,2005,2005,1,1,0,0,1,1,1,1
"Mike Nolan","Mike Singletary",8,"aDC",4,"aHC",18,14.6,55,"SF","SF",2005,2008,2005,2008,4,2,0,0,2,0,3,0
"Mike Nolan","Vance Joseph",4,"aDC",4,"aDC",18,14.6,55,"SF","SF",2005,2008,2005,2008,4,1,0,0,2,0,2,0
"Mike Pettine","Kyle Shanahan",1,"OC",1,"OC",10,11.04,32,"CLE","CLE",2014,2015,2014,2014,1,1,0,0,1,1,1,1
"Mike Shanahan","Anthony Lynn",3,"aSTC",3,"aSTC",170,167.23,308,"LV","WAS",1988,2013,2000,2002,3,1,1,1,3,0,3,0
"Mike Shanahan","Art Shell",1,"aOC",1,"aOC",170,167.23,308,"LV","WAS",1988,2013,1988,1988,1,1,1,1,1,0,1,0
"Mike Shanahan","Gary Kubiak",19,"OC",11,"OC",170,167.23,308,"LV","WAS",1988,2013,1995,2005,11,1.72727272727273,1,1,1,1,1,1
"Mike Shanahan","Kyle Shanahan",4,"OC",4,"OC",170,167.23,308,"LV","WAS",1988,2013,2010,2013,4,1,1,1,1,1,1,1
"Mike Shanahan","Matt LaFleur",4,"aOC",4,"aOC",170,167.23,308,"LV","WAS",1988,2013,2010,2013,4,1,1,1,1,0,1,0
"Mike Shanahan","Sean McVay",4,"aOC",4,"aOC",170,167.23,308,"LV","WAS",1988,2013,2010,2013,4,1,1,1,1,0,1,0
"Mike Sherman","Joe Philbin",5,"aOC",5,"aOC",57,56.98,96,"GB","GB",2000,2005,2003,2005,3,1.66666666666667,1,1,1,0,1,0
"Mike Singletary","Jim Tomsula",3,"aDC",3,"aDC",18,19.32,40,"SF","SF",2008,2010,2009,2010,2,1.5,0,0,2,0,2,0
"Mike Singletary","Vance Joseph",2,"aDC",2,"aDC",18,19.32,40,"SF","SF",2008,2010,2009,2010,2,1,0,0,2,0,2,0
"Mike Smith","Dirk Koetter",3,"OC",3,"OC",66,63.4,112,"ATL","ATL",2008,2014,2012,2014,3,1,1,1,1,1,1,1
"Mike Tice","Scott Linehan",6,"aOC",3,"OC",32,31.6,67,"MIN","MIN",2001,2005,2002,2004,3,2,0,0,1,0,1,1
"Mike Tomlin","Bruce Arians",5,"OC",5,"OC",163,155.31,258,"PIT","PIT",2007,2022,2007,2011,5,1,1,1,1,1,1,1
"Mike Vrabel","Arthur Smith",3,"OC",2,"OC",48,43.91,82,"TEN","TEN",2018,2022,2018,2020,3,1,1,1,1,1,1,1
"Mike Vrabel","Matt LaFleur",1,"OC",1,"OC",48,43.91,82,"TEN","TEN",2018,2022,2018,2018,1,1,1,1,1,1,1,1
"Mike White","John Fox",1,"DC",1,"DC",15,17.84,32,"LV","LV",1995,1996,1995,1995,1,1,1,0,2,1,2,1
"Mike Zimmer","Kevin Stefanski",6,"aOC",5,"OC",72,72.25,129,"MIN","MIN",2014,2021,2014,2019,6,1,1,1,1,0,1,1
"Monte Clark","Marty Schottenheimer",2,"aDC",2,"aDC",51,60.15,119,"SF","DET",1976,1984,1978,1979,2,1,1,0,2,0,2,0
"Neill Armstrong","Buddy Ryan",4,"DC",4,"DC",30,32.21,64,"CHI","CHI",1978,1981,1978,1981,4,1,1,0,2,1,2,1
"Neill Armstrong","Hank Kuhlmann",6,"aOC",3,"aSTC",30,32.21,64,"CHI","CHI",1978,1981,1979,1981,3,2,1,0,1,0,3,0
"Nick Saban","Dan Quinn",2,"aDC",2,"aDC",15,15.23,32,"MIA","MIA",2005,2006,2005,2006,2,1,0,0,2,0,2,0
"Nick Saban","Jason Garrett",2,"aOC",2,"aOC",15,15.23,32,"MIA","MIA",2005,2006,2005,2006,2,1,0,0,1,0,1,0
"Nick Saban","Scott Linehan",1,"OC",1,"OC",15,15.23,32,"MIA","MIA",2005,2006,2005,2005,1,1,0,0,1,1,1,1
"Nick Skorich","Forrest Gregg",1,"aOC",1,"aOC",30,25.76,56,"CLE","CLE",1971,1974,1974,1974,1,1,0,1,1,0,1,0
"Norb Hecker","Tom Fears",1,"OC",1,"OC",4,3.81,31,"ATL","ATL",1966,1968,1966,1966,1,1,0,0,1,1,1,1
"Norm Van Brocklin","Fred Bruney",6,"aDC",6,"aDC",41,45.34,103,"MIN","ATL",1966,1974,1969,1974,6,1,0,0,2,0,2,0
"Norm Van Brocklin","Marion Campbell",7,"DC",6,"DC",41,45.34,103,"MIN","ATL",1966,1974,1966,1974,7,1,0,0,2,1,2,1
"Norv Turner","Cam Cameron",3,"aOC",3,"aOC",114,124.73,237,"WAS","LAC",1994,2012,1994,1996,3,1,1,0,1,0,1,0
"Norv Turner","Chuck Pagano",1,"aDC",1,"aDC",114,124.73,237,"WAS","LAC",1994,2012,2005,2005,1,1,1,0,2,0,2,0
"Norv Turner","Mike Martz",2,"aOC",2,"aOC",114,124.73,237,"WAS","LAC",1994,2012,1997,1998,2,1,1,0,1,0,1,0
"Norv Turner","Mike Nolan",3,"DC",3,"DC",114,124.73,237,"WAS","LAC",1994,2012,1997,1999,3,1,1,0,2,1,2,1
"Norv Turner","Rob Chudzinski",4,"aOC",2,"aOC",114,124.73,237,"WAS","LAC",1994,2012,2009,2010,2,2,1,0,1,0,1,0
"Norv Turner","Ron Rivera",4,"DC",3,"DC",114,124.73,237,"WAS","LAC",1994,2012,2007,2010,4,1,1,0,2,1,2,1
"Norv Turner","Steve Wilks",3,"aDC",3,"aDC",114,124.73,237,"WAS","LAC",1994,2012,2009,2011,3,1,1,0,2,0,2,0
"Otto Graham","Ed Hughes",2,"aDC",2,"aDC",17,17.93,42,"WAS","WAS",1966,1968,1966,1967,2,1,0,0,2,0,2,0
"Otto Graham","Mike McCormack",3,"aDC",3,"aDC",17,17.93,42,"WAS","WAS",1966,1968,1966,1968,3,1,0,0,2,0,2,0
"Pat Peppler","Fred Bruney",1,"DC",1,"DC",3,1.97,9,"ATL","ATL",1976,1976,1976,1976,1,1,0,0,2,1,2,1
"Paul Brown","Bill Johnson",8,"aOC",8,"aOC",55,59.96,112,"CIN","CIN",1968,1975,1968,1975,8,1,1,0,1,0,1,0
"Paul Brown","Bill Walsh",8,"aOC",8,"aOC",55,59.96,112,"CIN","CIN",1968,1975,1968,1975,8,1,1,0,1,0,1,0
"Paul Brown","Rick Forzano",1,"aOC",1,"aOC",55,59.96,112,"CIN","CIN",1968,1975,1968,1968,1,1,1,0,1,0,1,0
"Pete Carroll","Dan Quinn",3,"DC",2,"DC",161,160.33,274,"NYJ","SEA",1994,2022,2010,2014,3,1,1,1,2,1,2,1
"Pete Carroll","Gus Bradley",3,"DC",3,"DC",161,160.33,274,"NYJ","SEA",1994,2022,2010,2012,3,1,1,1,2,1,2,1
"Pete Carroll","Robert Saleh",3,"aDC",3,"aDC",161,160.33,274,"NYJ","SEA",1994,2022,2011,2013,3,1,1,1,2,0,2,0
"Pete McCulley","Frank Gansz",2,"aOC",1,"aSTC",1,2.46,9,"SF","SF",1978,1978,1978,1978,1,2,0,0,1,0,3,0
"Pete McCulley","Les Steckel",1,"aOC",1,"aOC",1,2.46,9,"SF","SF",1978,1978,1978,1978,1,1,0,0,1,0,1,0
"Pete McCulley","Mike White",1,"aOC",1,"aOC",1,2.46,9,"SF","SF",1978,1978,1978,1978,1,1,0,0,1,0,1,0
"Phil Bengtson","Sam Rutigliano",1,"aOC",1,"aOC",21,22.22,47,"GB","NE",1968,1972,1972,1972,1,1,0,0,1,0,1,0
"Ray Handley","Al Groh",1,"DC",1,"DC",14,13.78,32,"NYG","NYG",1991,1992,1991,1991,1,1,0,0,2,1,2,1
"Ray Handley","Jim Fassel",2,"aOC",1,"OC",14,13.78,32,"NYG","NYG",1991,1992,1991,1992,2,1,0,0,1,0,1,1
"Ray Handley","Romeo Crennel",2,"aDC",2,"aDC",14,13.78,32,"NYG","NYG",1991,1992,1991,1992,2,1,0,0,2,0,2,0
"Ray Malavasi","Bud Carson",4,"DC",4,"DC",44,42.66,85,"DEN","LA",1966,1982,1978,1981,4,1,1,1,2,1,2,1
"Ray Perkins","Bill Belichick",8,"aDC",4,"aSTC",42,42.67,117,"NYG","TB",1979,1990,1979,1982,4,2,0,0,2,0,3,0
"Ray Perkins","Bill Parcells",2,"DC",2,"DC",42,42.67,117,"NYG","TB",1979,1990,1981,1982,2,1,0,0,2,1,2,1
"Ray Perkins","Marc Trestman",1,"aOC",1,"aOC",42,42.67,117,"NYG","TB",1979,1990,1987,1987,1,1,0,0,1,0,1,0
"Ray Perkins","Richard Williamson",6,"aOC",3,"aOC",42,42.67,117,"NYG","TB",1979,1990,1987,1989,3,2,0,0,1,0,1,0
"Ray Perkins","Romeo Crennel",4,"aDC",2,"aSTC",42,42.67,117,"NYG","TB",1979,1990,1981,1982,2,2,0,0,2,0,3,0
"Ray Rhodes","Bill Callahan",3,"aOC",3,"aOC",37,33.22,80,"PHI","GB",1995,1999,1995,1997,3,1,0,0,1,0,1,0
"Ray Rhodes","John Harbaugh",1,"STC",1,"STC",37,33.22,80,"PHI","GB",1995,1999,1998,1998,1,1,0,0,3,1,3,1
"Ray Rhodes","Jon Gruden",3,"OC",3,"OC",37,33.22,80,"PHI","GB",1995,1999,1995,1997,3,1,0,0,1,1,1,1
"Ray Rhodes","Mike McCarthy",1,"aOC",1,"aOC",37,33.22,80,"PHI","GB",1995,1999,1999,1999,1,1,0,0,1,0,1,0
"Ray Rhodes","Sean Payton",2,"aOC",2,"aOC",37,33.22,80,"PHI","GB",1995,1999,1997,1998,2,1,0,0,1,0,1,0
"Raymond Berry","Rod Rust",4,"DC",4,"DC",48,46.18,87,"NE","NE",1984,1989,1984,1987,4,1,1,1,2,1,2,1
"Red Miller","Bill Belichick",2,"aDC",1,"aSTC",40,39.07,62,"DEN","DEN",1977,1980,1978,1978,1,2,1,1,2,0,3,0
"Red Miller","Rod Dowhower",1,"OC",1,"OC",40,39.07,62,"DEN","DEN",1977,1980,1980,1980,1,1,1,1,1,1,1,1
"Rex Ryan","Anthony Lynn",12,"aOC",8,"OC",61,62.16,127,"NYJ","BUF",2009,2016,2009,2016,8,1.5,0,0,1,0,1,1
"Rex Ryan","Mike Pettine",4,"DC",4,"DC",61,62.16,127,"NYJ","BUF",2009,2016,2009,2012,4,1,0,0,2,1,2,1
"Rich Brooks","John Fox",1,"aC",1,"aC",13,10.52,32,"LA","LA",1995,1996,1996,1996,1,1,0,0,3,0,3,0
"Rich Brooks","Mike Martz",2,"aOC",2,"aOC",13,10.52,32,"LA","LA",1995,1996,1995,1996,2,1,0,0,1,0,1,0
"Rick Forzano","Bill Belichick",1,"aSTC",1,"aSTC",15,14.82,32,"DET","DET",1974,1976,1976,1976,1,1,0,0,3,0,3,0
"Rick Forzano","Jerry Glanville",3,"aSTC",3,"aSTC",15,14.82,32,"DET","DET",1974,1976,1974,1976,3,1,0,0,3,0,3,0
"Rick Forzano","Joe Bugel",2,"aOC",2,"aOC",15,14.82,32,"DET","DET",1974,1976,1975,1976,2,1,0,0,1,0,1,0
"Rick Forzano","Raymond Berry",2,"aOC",2,"aOC",15,14.82,32,"DET","DET",1974,1976,1974,1975,2,1,0,0,1,0,1,0
"Rick Venturi","Bruce Arians",1,"aOC",1,"aOC",2,3.32,19,"IND","NO",1991,1996,1996,1996,1,1,0,0,1,0,1,0
"Rick Venturi","Jim Haslett",1,"DC",1,"DC",2,3.32,19,"IND","NO",1991,1996,1996,1996,1,1,0,0,2,1,2,1
"Rod Dowhower","Brad Childress",1,"aOC",1,"aOC",5,7.83,29,"IND","IND",1985,1986,1985,1985,1,1,0,0,1,0,1,0
"Rod Dowhower","Rick Venturi",2,"aDC",2,"aDC",5,7.83,29,"IND","IND",1985,1986,1985,1986,2,1,0,0,2,0,2,0
"Rod Marinelli","Adam Gase",2,"aOC",2,"aOC",10,14.04,48,"DET","DET",2006,2008,2006,2007,2,1,0,0,1,0,1,0
"Romeo Crennel","Anthony Lynn",2,"aOC",2,"aOC",32,32.52,95,"CLE","HOU",2005,2020,2007,2008,2,1,0,0,1,0,1,0
"Romeo Crennel","Nick Sirianni",1,"aOC",1,"aOC",32,32.52,95,"CLE","HOU",2005,2020,2012,2012,1,1,0,0,1,0,1,0
"Romeo Crennel","Rob Chudzinski",2,"OC",2,"OC",32,32.52,95,"CLE","HOU",2005,2020,2007,2008,2,1,0,0,1,1,1,1
"Ron Erhardt","Bill Parcells",1,"aDC",1,"aDC",21,27.61,48,"NE","NE",1979,1981,1980,1980,1,1,1,0,2,0,2,0
"Ron Erhardt","Hank Bullough",1,"DC",1,"DC",21,27.61,48,"NE","NE",1979,1981,1979,1979,1,1,1,0,2,1,2,1
"Ron Erhardt","Raymond Berry",3,"aOC",3,"aOC",21,27.61,48,"NE","NE",1979,1981,1979,1981,3,1,1,0,1,0,1,0
"Ron Meyer","Jim Mora",2,"aDC",1,"DC",54,49.66,104,"NE","IND",1982,1991,1982,1982,1,2,0,1,2,0,2,1
"Ron Meyer","Rick Venturi",6,"aDC",5,"DC",54,49.66,104,"NE","IND",1982,1991,1986,1991,6,1,0,1,2,0,2,1
"Ron Meyer","Rod Rust",2,"DC",2,"DC",54,49.66,104,"NE","IND",1982,1991,1983,1984,2,1,0,1,2,1,2,1
"Ron Rivera","Rob Chudzinski",2,"OC",2,"OC",99,97.73,191,"CAR","WAS",2011,2022,2011,2012,2,1,1,1,1,1,1,1
"Ron Rivera","Sean McDermott",6,"DC",6,"DC",99,97.73,191,"CAR","WAS",2011,2022,2011,2016,6,1,1,1,2,1,2,1
"Ron Rivera","Steve Wilks",9,"aDC",5,"DC",99,97.73,191,"CAR","WAS",2011,2022,2012,2017,6,1.5,1,1,2,0,2,1
"Ron Waller","Forrest Gregg",1,"aOC",1,"aOC",1,0.91,6,"LAC","LAC",1973,1973,1973,1973,1,1,0,0,1,0,1,0
"Sam Rutigliano","Dick MacPherson",3,"aDC",3,"aDC",50,45.68,97,"CLE","CLE",1978,1984,1978,1980,3,1,0,1,2,0,2,0
"Sam Rutigliano","Marty Schottenheimer",5,"DC",5,"DC",50,45.68,97,"CLE","CLE",1978,1984,1980,1984,5,1,0,1,2,1,2,1
"Sam Rutigliano","Rich Kotite",5,"aOC",5,"aOC",50,45.68,97,"CLE","CLE",1978,1984,1978,1982,5,1,0,1,1,0,1,0
"Sam Wyche","Bruce Coslet",6,"OC",5,"OC",84,82.65,191,"CIN","TB",1984,1995,1984,1989,6,1,0,0,1,1,1,1
"Sam Wyche","David Culley",2,"aOC",2,"aOC",84,82.65,191,"CIN","TB",1984,1995,1994,1995,2,1,0,0,1,0,1,0
"Sam Wyche","David Shula",1,"aOC",1,"aOC",84,82.65,191,"CIN","TB",1984,1995,1991,1991,1,1,0,0,1,0,1,0
"Sam Wyche","Dick LeBeau",8,"DC",8,"DC",84,82.65,191,"CIN","TB",1984,1995,1984,1991,8,1,0,0,2,1,2,1
"Sam Wyche","Mike Mularkey",2,"aOC",1,"aOC",84,82.65,191,"CIN","TB",1984,1995,1994,1995,2,1,0,0,1,0,1,0
"Sean McDermott","David Culley",2,"aOC",2,"aOC",62,56.97,97,"BUF","BUF",2017,2022,2017,2018,2,1,1,1,1,0,1,0
